R1,R2,R3,R4,G1,G2,G3,G4,B1,B2,B3,B4
0.0,0.0,0.0,0.0,0.37555555555555553,0.37555555555555553,0.37555555555555553,0.37555555555555553,0.0,0.0,0.0,0.0
1.4868055555555555,1.4853645833333333,1.4872612847222222,1.4878862847222223,5.4592057291666665,5.460342881944444,5.459852430555555,5.461063368055555,3.3487586805555556,3.3490364583333334,3.3486414930555557,3.3469444444444445
2.538493923611111,2.5365321180555553,2.5396788194444446,2.5381293402777776,6.966744791666667,6.969153645833333,6.968910590277778,6.971636284722222,4.337152777777778,4.3382378472222225,4.339084201388889,4.339071180555556
3.6518489583333333,3.6528428819444443,3.659956597222222,3.659296875,8.327469618055556,8.332955729166667,8.335004340277777,8.3369140625,5.415815972222222,5.419136284722223,5.422721354166667,5.425416666666667
4.991223958333333,4.996388888888889,5.002391493055556,5.002404513888889,9.828315972222223,9.826840277777778,9.838645833333333,9.838810763888889,6.7503515625,6.756419270833334,6.764348958333334,6.769865451388889
6.583875868055555,6.583832465277778,6.5883203125,6.588042534722222,12.798233506944445,12.804908854166667,12.809535590277777,12.809635416666667,9.364995659722222,9.370572916666667,9.379262152777779,9.385729166666666
8.157421875,8.150881076388888,8.157200520833333,8.151883680555555,15.288194444444445,15.286987847222223,15.293420138888889,15.293893229166667,11.352925347222222,11.3591796875,11.367890625,11.368333333333334
9.648111979166666,9.652513020833334,9.655073784722223,9.650399305555556,17.138229166666665,17.140633680555556,17.145551215277777,17.141241319444443,13.405633680555555,13.409887152777777,13.417938368055555,13.434188368055555
11.171024305555555,11.166710069444445,11.166006944444444,11.179483506944445,19.200208333333332,19.203589409722223,19.211753472222224,19.202612847222223,15.055147569444445,15.059982638888888,15.074887152777778,15.077686631944445
12.733250868055556,12.750716145833334,12.740381944444444,12.737434895833333,21.113524305555554,21.11015625,21.121831597222222,21.124622395833335,17.89099826388889,17.900069444444444,17.9131640625,17.914131944444446
14.278967013888888,14.282738715277778,14.277777777777779,14.279661458333333,23.355052083333334,23.351666666666667,23.356688368055554,23.363776041666668,20.262096354166665,20.263993055555556,20.3009375,20.287743055555556
15.790160590277777,15.8032421875,15.789748263888889,15.801323784722221,25.526059027777777,25.52595920138889,25.535512152777777,25.52851128472222,22.24978298611111,22.246644965277778,22.283598090277778,22.26341579861111
17.3641015625,17.362465277777776,17.35499565972222,17.365855034722223,27.526744791666665,27.520889756944445,27.53550347222222,27.532734375,24.207178819444444,24.208893229166666,24.23049479166667,24.2289453125
18.894609375,18.87919704861111,18.87953125,18.876727430555555,29.58474392361111,29.589774305555554,29.593077256944444,29.597326388888888,26.25538628472222,26.247408854166668,26.249231770833333,26.267881944444444
20.646263020833334,20.647977430555557,20.632078993055554,20.648485243055557,35.597743055555554,35.60131076388889,35.61019097222222,35.617434895833334,35.396883680555554,35.37615885416667,35.41150173611111,35.396488715277776
22.12187934027778,22.11400173611111,22.11431423611111,22.130620659722222,37.61340277777778,37.617473958333335,37.61865017361111,37.61393663194445,37.587543402777776,37.57443142361111,37.59053819444444,37.57471354166667
23.78900173611111,23.78796875,23.782508680555555,23.784713541666665,39.737005208333336,39.73661024305556,39.73651909722222,39.73643663194444,39.733311631944446,39.72644097222222,39.729053819444445,39.72718315972222
26.452925347222223,26.445551215277778,26.446019965277777,26.455711805555556,44.92498263888889,44.93029079861111,44.93732638888889,44.939175347222225,37.354453125,37.34515190972222,37.363255208333335,37.357760416666665
27.2116796875,27.213328993055555,27.236979166666668,27.232213541666667,46.49447048611111,46.485347222222224,46.4934375,46.49028211805555,37.7069140625,37.6969921875,37.72579427083333,37.73230902777778
28.93986111111111,28.94857638888889,28.973428819444443,28.960946180555556,48.34336805555556,48.33793402777778,48.34036458333333,48.33100694444445,39.67700086805556,39.66327690972222,39.6596875,39.666766493055555
31.175260416666667,31.198663194444446,31.199895833333333,31.19065972222222,50.35151041666666,50.343098958333336,50.356167534722225,50.35022135416666,40.726024305555555,40.740390625,40.72746961805556,40.71203125
32.78342447916667,32.76029947916667,32.82073784722222,32.77368055555556,52.5317578125,52.539066840277776,52.528971354166664,52.55061197916667,43.06126736111111,43.05131510416667,43.06419270833333,43.054600694444446
34.23322916666667,34.225199652777775,34.260464409722225,34.26372829861111,55.169756944444444,55.16465711805556,55.17325520833333,55.16961371527778,45.62818576388889,45.592365451388886,45.61010850694444,45.6249609375
35.797174479166664,35.805316840277776,35.840594618055555,35.817105034722225,57.568949652777775,57.55412326388889,57.554453125,57.54535590277778,47.819270833333334,47.8171484375,47.81797743055556,47.813624131944444
37.55546006944444,37.57001736111111,37.62752604166667,37.61261284722222,60.03640625,60.03088107638889,60.02041666666667,60.016072048611115,50.077174479166665,50.117404513888886,50.149982638888886,50.133702256944446
39.193424479166666,39.19715711805556,39.23103298611111,39.206953125,62.558658854166666,62.568111979166666,62.57314236111111,62.5762890625,52.221844618055556,52.249470486111115,52.23405381944445,52.22633246527778
40.859188368055555,40.8869921875,40.914791666666666,40.91131510416667,65.17417534722222,65.15879774305556,65.18071614583333,65.16928385416666,54.608845486111115,54.602061631944444,54.644001736111115,54.615399305555556
41.2532421875,41.25995659722222,41.266154513888885,41.263684895833336,66.99763888888889,66.99621527777778,67.01633680555555,67.01485677083333,55.01661024305555,55.01154079861111,55.023984375,55.026128472222226
43.075030381944444,43.10193142361111,43.119578993055555,43.10356770833334,69.54817274305556,69.55033420138889,69.57221788194444,69.55736545138889,57.2896875,57.27452256944444,57.32067274305555,57.302165798611114
44.4416796875,44.46734375,44.47345486111111,44.477222222222224,72.17769097222222,72.18389756944444,72.21257378472222,72.19545138888888,59.05952690972222,59.037578125,59.03908420138889,59.05001736111111
39.13682291666667,39.159375,39.13781684027778,39.17497829861111,65.69109375,65.67842447916667,65.7149392361111,65.70236545138889,69.06654079861111,69.0901953125,69.06395833333333,69.04986545138888
39.990993923611114,39.99017795138889,39.99056423611111,39.988042534722226,67.27889322916667,67.27720920138889,67.28190104166667,67.28196614583334,69.76848958333333,69.76510416666666,69.76771267361111,69.7691015625
41.6761328125,41.6707421875,41.66061631944444,41.65174913194444,69.49046006944444,69.4901388888889,69.49137586805556,69.50404079861111,71.34846788194444,71.39717447916667,71.37213975694445,71.4045703125
39.9594921875,39.94146701388889,39.9323046875,39.93461371527778,68.73390190972222,68.74183159722222,68.74364149305555,68.75226128472222,68.5795703125,68.59957899305556,68.57482204861111,68.58045138888889
41.608385416666664,41.618190104166665,41.636393229166664,41.62508246527778,71.3707248263889,71.365078125,71.3850564236111,71.37671006944444,70.13433159722223,70.16639756944444,70.08880642361112,70.08547743055556
38.797139756944446,38.7827734375,38.82740885416667,38.81700086805556,67.09254774305556,67.10428819444445,67.08892795138888,67.09924479166666,70.64927951388889,70.67702256944445,70.63765625,70.61799479166666
40.100559895833335,40.12605902777778,40.093359375,40.10008246527778,69.08932725694444,69.06087239583333,69.0963671875,69.08786458333333,72.79946614583334,72.78658420138889,72.7629513888889,72.73057291666667
41.83651041666667,41.826145833333335,41.82540364583333,41.81210503472222,71.17053385416666,71.18500434027777,71.20369791666667,71.2120095486111,74.83211805555555,74.8358984375,74.79111979166667,74.786875
39.3308203125,39.32192274305555,39.30901475694444,39.30682291666667,74.859609375,74.86513020833333,74.8617578125,74.8758203125,75.05713541666667,75.07623697916667,75.05284288194444,75.07765190972222
40.99854166666667,40.98483072916667,40.97040798611111,41.00213541666667,76.74397569444444,76.75239583333334,76.76474826388889,76.75822482638888,76.97478298611111,77.00534722222223,76.99635416666666,77.02538194444445
42.74194444444444,42.78983072916667,42.78581163194445,42.821284722222224,77.94124131944444,77.9427734375,77.95751736111112,77.94249565972223,78.13378038194445,78.12691840277778,78.1635546875,78.1528515625
44.775889756944444,44.752078993055555,44.741510416666664,44.74549045138889,79.3955251736111,79.40435763888888,79.4157421875,79.41643229166667,79.70289930555556,79.68534722222222,79.73736545138888,79.75279947916667
45.153155381944444,45.1534375,45.14895399305556,45.1613671875,77.80096354166666,77.7886328125,77.80534288194444,77.7923611111111,80.09653645833333,80.14852864583334,80.15828125,80.13648003472223
43.825421006944445,43.830616319444445,43.84296875,43.822504340277774,76.01139322916667,76.02829427083333,76.01109809027778,76.02961371527778,78.00455729166667,77.99793836805556,78.01151475694445,77.99098090277778
43.33547743055556,43.30032552083333,43.33857638888889,43.30989149305555,77.01684027777777,77.02158854166667,77.0170703125,77.04412760416666,79.36350694444444,79.3956032986111,79.39083767361112,79.3600954861111
44.58891927083334,44.58545138888889,44.61179253472222,44.59421006944444,78.60524305555556,78.60832899305555,78.5988888888889,78.59746527777777,81.22506076388889,81.24086805555555,81.25982638888888,81.23721788194445
46.12693142361111,46.12634982638889,46.12498263888889,46.12255642361111,80.04041666666667,80.04061631944444,80.0440625,80.04444878472222,82.97478732638889,82.97432291666667,82.96776475694445,82.97194444444445
47.40024739583333,47.398967013888885,47.383875868055554,47.3921484375,81.67723524305555,81.68131944444444,81.68432291666667,81.67175347222222,82.71196180555556,82.70779513888888,82.73565104166667,82.74492621527777
40.54052517361111,40.535885416666666,40.5219140625,40.53059461805555,80.92026041666666,80.92184895833333,80.92947048611111,80.94160590277778,78.91061631944444,78.89118489583333,78.90790364583333,78.9095138888889
40.881145833333335,40.886783854166666,40.89973524305555,40.89129340277778,82.51076388888889,82.525,82.51963975694444,82.52905815972223,80.2877517361111,80.30861979166667,80.32719618055556,80.29532552083333
41.50950954861111,41.52708767361111,41.54895833333333,41.52997829861111,84.15608506944444,84.14042100694445,84.13483940972222,84.15401041666667,81.69203559027778,81.73710503472222,81.71710069444444,81.71450520833334
42.645282118055555,42.66355034722222,42.631137152777775,42.65635850694444,85.10591145833334,85.09663194444444,85.10762152777778,85.11138888888888,82.04918402777778,82.01532552083333,82.033359375,82.01670572916667
44.82133680555555,44.786228298611114,44.7891015625,44.78233940972222,85.74965711805555,85.76234809027778,85.76557291666667,85.77240451388889,80.74574652777778,80.76868055555556,80.77394965277777,80.76998263888889
45.71543836805556,45.73720486111111,45.70653645833333,45.738276909722224,87.59049045138889,87.57530815972223,87.57530815972223,87.56459635416667,82.41665364583334,82.42296440972223,82.39458767361111,82.43647135416667
42.96664496527778,42.995334201388886,42.99598524305556,43.028919270833335,84.26876302083333,84.24989149305556,84.2491796875,84.25386284722222,80.76596354166666,80.75486111111111,80.71944010416667,80.74041232638889
43.804921875,43.81062934027778,43.83210069444444,43.849071180555555,85.71909722222222,85.686015625,85.69181423611111,85.6866015625,82.26010416666666,82.25013888888888,82.21713975694445,82.20958767361111
44.83539496527778,44.87301649305556,44.91959201388889,44.869587673611115,87.04257378472222,87.00953993055556,87.00474392361112,87.01267361111111,83.91546006944445,83.89701388888889,83.88805989583334,83.92532986111111
45.74245659722222,45.78306857638889,45.804609375,45.77737413194444,88.16801215277778,88.16632378472222,88.16598090277778,88.15252604166666,85.11052951388889,85.12067274305555,85.12539930555556,85.11919704861111
46.16822048611111,46.21573784722222,46.21314236111111,46.19068576388889,88.5192404513889,88.50536024305555,88.504453125,88.50600260416667,86.73998263888889,86.76383680555556,86.7415234375,86.74870659722222
45.241358506944444,45.27019965277778,45.27657118055556,45.2712890625,88.65449652777778,88.6419357638889,88.65672743055555,88.6647829861111,83.84279947916667,83.84081597222222,83.782109375,83.82702256944444
45.829778645833336,45.84595486111111,45.84423611111111,45.818454861111114,89.7025173611111,89.69674045138889,89.69827256944444,89.69337239583334,84.43995225694445,84.43266927083333,84.43069010416667,84.46607204861111
46.3642578125,46.367092013888886,46.367947048611114,46.36695746527778,90.50919704861111,90.50845920138889,90.51025173611112,90.50911892361111,85.3637109375,85.35895833333333,85.36382378472223,85.35684461805556
47.42217013888889,47.432400173611114,47.45004340277778,47.45762586805556,91.60137152777777,91.60338541666667,91.58409722222223,91.59111545138889,86.59001302083334,86.56452256944445,86.60493923611111,86.57698784722223
48.57157986111111,48.576549479166665,48.575724826388885,48.57130642361111,92.45212239583333,92.44470052083334,92.44225260416667,92.44111979166667,88.14830729166667,88.16395399305556,88.15215277777777,88.1468532986111
49.96239583333333,49.946328125,49.96419704861111,49.96703993055556,93.29077256944444,93.30086805555555,93.29500868055555,93.28483072916667,88.87334635416667,88.88854600694444,88.87578559027777,88.89179253472223
51.65186197916667,51.657504340277775,51.636019965277775,51.63408420138889,93.88093315972222,93.86301215277778,93.87038628472222,93.87101996527778,90.2283203125,90.21233940972222,90.29888454861111,90.25811631944444
53.02427083333333,53.05436631944445,53.04986545138889,53.04908420138889,94.25602430555556,94.25604600694444,94.2395920138889,94.23540364583333,91.39005208333333,91.41667100694444,91.40474392361111,91.40786458333334
54.73108072916666,54.74674045138889,54.7540625,54.740017361111114,94.66947048611111,94.67307291666667,94.65859809027778,94.65875,92.78707465277778,92.78430989583333,92.77083333333333,92.75876736111111
56.06809895833333,56.06842881944444,56.03646701388889,56.05674913194444,94.9008203125,94.89287760416667,94.92061197916667,94.904296875,93.760546875,93.74856770833334,93.75650607638889,93.71805121527778
56.956202256944444,56.96072916666667,56.918207465277774,56.989826388888886,94.8118359375,94.80985243055555,94.84973524305556,94.80659722222222,92.99604600694444,93.03841579861111,93.00959201388889,93.05291666666666
50.25145833333333,50.21296006944444,50.26131510416667,50.260082465277776,81.89204427083334,81.92008680555556,81.89206597222223,81.91529947916666,89.48388888888888,89.4421875,89.44733506944445,89.45842013888888
51.5787890625,51.558606770833336,51.597782118055555,51.57570746527778,82.95299045138889,82.9726736111111,82.94073350694444,82.94082899305556,91.70827256944445,91.70779079861111,91.70842881944445,91.75509548611112
50.44284722222222,50.43540798611111,50.430828993055556,50.39674479166667,82.84546440972223,82.84031684027778,82.84215711805555,82.87559895833333,92.57463107638888,92.59878472222222,92.592109375,92.5929296875
51.86893663194444,51.89351128472222,51.869778645833335,51.836566840277776,84.93418836805556,84.92819010416666,84.9346875,84.94256510416666,95.41565972222222,95.42927517361112,95.45208333333333,95.45443142361111
53.86695746527778,53.88669704861111,53.90327690972222,53.88047743055556,87.57404513888889,87.56638020833333,87.5549609375,87.57428385416667,97.95885850694444,97.9574001736111,97.94637152777777,97.99633680555556
56.02991319444445,56.01898003472222,56.02522135416667,56.027439236111114,89.97641927083333,89.97311197916666,89.99174913194445,89.96270399305556,100.04649739583333,100.03034722222222,99.9944921875,100.01536458333334
53.84059027777778,53.839466145833335,53.83960069444444,53.836749131944444,89.23766493055555,89.2403125,89.23849826388889,89.2412282986111,99.24115885416667,99.239140625,99.23723090277778,99.24480902777778
51.092547743055555,51.09522135416667,51.1127734375,51.11015190972222,89.81303819444445,89.81764322916666,89.81299479166667,89.82702256944444,87.42914496527777,87.45794704861112,87.43769965277778,87.453125
52.74711805555555,52.77743489583333,52.77782986111111,52.75209201388889,90.73548177083333,90.71990885416666,90.74338107638889,90.74785590277777,84.15223524305556,84.09438802083334,84.13952690972222,84.14956163194445
54.056423611111114,54.072504340277774,54.058980034722225,54.049357638888885,92.24024739583334,92.21430555555555,92.23653645833333,92.24386284722222,84.0721701388889,84.07476996527778,84.02110243055556,84.01299479166667
55.487521701388886,55.513125,55.497638888888886,55.51029079861111,93.42058159722222,93.39835069444445,93.40453559027777,93.41383680555556,83.83259114583333,83.81146267361112,83.87440104166667,83.8661154513889
56.47937934027778,56.46876736111111,56.47860677083333,56.4597265625,94.10784722222222,94.09444878472222,94.07641493055556,94.10778645833334,82.8024609375,82.78125434027778,82.83576822916666,82.79868489583333
57.33342881944444,57.33560329861111,57.34497829861111,57.3484765625,94.46788628472223,94.48053819444445,94.47328559027778,94.4784375,82.82375434027777,82.83306423611111,82.79018229166667,82.83514756944444
